id,quesid,paperid,mflag,problem_paper,isviewed,isfinal,score,teacid
5015,30,552,NONE,0,1,0,0.0,13992542650
5016,30,553,NONE,0,1,0,0.0,13992542650
5017,30,554,NONE,0,1,0,0.0,13992542650
5018,30,555,NONE,0,1,0,0.0,13992542650
5019,30,606,NONE,0,1,0,2.0,13992542650
5020,30,607,NONE,0,1,0,0.0,13992542650
5021,30,608,NONE,0,1,0,1.0,13992542650
5022,30,609,NONE,0,1,0,2.0,13992542650
5023,30,610,NONE,0,1,0,10.0,13992542650
5025,30,611,NONE,0,1,0,0.0,13992542650
5027,30,612,NONE,0,1,0,0.0,13992542650
5028,30,613,NONE,0,1,0,0.0,13992542650
5029,30,614,NONE,0,1,0,0.0,13992542650
5030,30,615,NONE,0,1,0,0.0,13992542650
5031,30,616,NONE,0,1,0,0.0,13992542650
5032,30,617,NONE,0,1,0,0.0,13992542650
5033,30,618,NONE,0,1,0,0.0,13992542650
5034,30,619,NONE,0,1,0,0.0,13992542650
5035,30,620,NONE,0,1,0,0.0,13992542650
5036,30,621,NONE,0,1,0,0.0,13992542650
5037,30,622,NONE,0,1,0,0.0,13992542650
5038,30,623,NONE,0,1,0,0.0,13992542650
5039,30,624,NONE,0,1,0,0.0,13992542650
5040,30,625,NONE,0,1,0,0.0,13992542650
5042,30,626,NONE,0,1,0,1.0,13992542650
5043,30,627,NONE,0,1,0,0.0,13992542650
5044,30,628,NONE,0,1,0,0.0,13992542650
5045,30,629,NONE,0,1,0,0.0,13992542650
5046,30,630,NONE,0,1,0,0.0,13992542650
5047,30,631,NONE,0,1,0,0.0,13992542650
5048,30,632,NONE,0,1,0,0.0,13992542650
5049,30,633,NONE,0,1,0,2.0,13992542650
5050,30,634,NONE,0,1,0,0.0,13992542650
5051,30,635,NONE,0,1,0,0.0,13992542650
5052,30,636,NONE,0,1,0,0.0,13992542650
5053,30,637,NONE,0,1,0,0.0,13992542650
5054,30,638,NONE,0,1,0,0.0,13992542650
5055,30,639,NONE,0,1,0,0.0,13992542650
5056,30,640,NONE,0,1,0,0.0,13992542650
5058,30,641,NONE,0,1,0,0.0,13992542650
5059,30,642,NONE,0,1,0,0.0,13992542650
5060,30,643,NONE,0,1,0,0.0,13992542650
5061,30,644,NONE,0,1,0,0.0,13992542650
5062,30,645,NONE,0,1,0,0.0,13992542650
5063,30,646,NONE,0,1,0,0.0,13992542650
5064,30,647,NONE,0,1,0,0.0,13992542650
5065,30,648,NONE,0,1,0,0.0,13992542650
5066,30,649,NONE,0,1,0,0.0,13992542650
5067,30,650,NONE,0,1,0,0.0,13992542650
5068,30,651,NONE,0,1,0,0.0,13992542650
5069,30,652,NONE,0,1,0,0.0,13992542650
5070,30,653,NONE,0,1,0,0.0,13992542650
5071,30,654,NONE,0,1,0,0.0,13992542650
5073,30,655,NONE,0,1,0,0.0,13992542650
5074,30,656,NONE,0,1,0,0.0,13992542650
5075,30,657,NONE,0,1,0,0.0,13992542650
5076,30,658,NONE,0,1,0,0.0,13992542650
5095,30,659,NONE,0,1,0,0.0,13992542650
5096,30,660,NONE,0,1,0,0.0,13992542650
5097,30,1076,NONE,0,1,0,0.0,13992542650
5098,30,1077,NONE,0,1,0,1.0,13992542650
1728,31,506,NONE,0,1,0,0.0,13992542650
1733,31,507,NONE,0,1,0,2.0,13992542650
1735,31,508,NONE,0,1,0,0.0,13992542650
1736,31,509,NONE,0,1,0,0.0,13992542650
1737,31,510,NONE,0,1,0,4.0,13992542650
1738,31,511,NONE,0,1,0,0.0,13992542650
1740,31,512,NONE,0,1,0,2.0,13992542650
1742,31,513,NONE,0,1,0,4.0,13992542650
1745,31,514,NONE,0,1,0,2.0,13992542650
1751,31,515,NONE,0,1,0,4.0,13992542650
1753,31,516,NONE,0,1,0,4.0,13992542650
1754,31,517,NONE,0,1,0,4.0,13992542650
1757,31,518,NONE,0,1,0,4.0,13992542650
1759,31,519,NONE,0,1,0,4.0,13992542650
1760,31,520,NONE,0,1,0,4.0,13992542650
1761,31,521,NONE,0,1,0,2.0,13992542650
1762,31,522,NONE,0,1,0,0.0,13992542650
1763,31,523,NONE,0,1,0,2.0,13992542650
1766,31,524,NONE,0,1,0,4.0,13992542650
1769,31,525,NONE,0,1,0,4.0,13992542650
1774,31,526,NONE,0,1,0,4.0,13992542650
1782,31,527,NONE,0,1,0,2.0,13992542650
1788,31,528,NONE,0,1,0,4.0,13992542650
1793,31,529,NONE,0,1,0,0.0,13992542650
1795,31,530,NONE,0,1,0,2.0,13992542650
1796,31,531,NONE,0,1,0,2.0,13992542650
1797,31,532,NONE,0,1,0,0.0,13992542650
1798,31,533,NONE,0,1,0,4.0,13992542650
1799,31,534,NONE,0,1,0,0.0,13992542650
1800,31,535,NONE,0,1,0,2.0,13992542650
1801,31,536,NONE,0,1,0,2.0,13992542650
1802,31,537,NONE,0,1,0,2.0,13992542650
1803,31,538,NONE,0,1,0,0.0,13992542650
1804,31,539,NONE,0,1,0,0.0,13992542650
1805,31,540,NONE,0,1,0,4.0,13992542650
1806,31,541,NONE,0,1,0,0.0,13992542650
1807,31,542,NONE,0,1,0,0.0,13992542650
1808,31,543,NONE,0,1,0,4.0,13992542650
1809,31,544,NONE,0,1,0,2.0,13992542650
1810,31,545,NONE,0,1,0,0.0,13992542650
1811,31,546,NONE,0,1,0,2.0,13992542650
1812,31,547,NONE,0,1,0,2.0,13992542650
1815,31,548,NONE,0,1,0,0.0,13992542650
1816,31,549,NONE,0,1,0,4.0,13992542650
1817,31,550,NONE,0,1,0,4.0,13992542650
1818,31,551,NONE,0,1,0,2.0,13992542650
1819,31,552,NONE,0,1,0,2.0,13992542650
1821,31,553,NONE,0,1,0,2.0,13992542650
1822,31,554,NONE,0,1,0,2.0,13992542650
1823,31,555,NONE,0,1,0,2.0,13992542650
1824,31,606,NONE,0,1,0,2.0,13992542650
1825,31,607,NONE,0,1,0,2.0,13992542650
1826,31,608,NONE,0,1,0,2.0,13992542650
1827,31,609,NONE,0,1,0,2.0,13992542650
1830,31,610,NONE,0,1,0,4.0,13992542650
1832,31,611,NONE,0,1,0,4.0,13992542650
1834,31,612,NONE,0,1,0,2.0,13992542650
1835,31,613,NONE,0,1,0,2.0,13992542650
1836,31,614,NONE,0,1,0,2.0,13992542650
1837,31,615,NONE,0,1,0,4.0,13992542650
1838,31,616,NONE,0,1,0,2.0,13992542650
1839,31,617,NONE,0,1,0,4.0,13992542650
1840,31,618,NONE,0,1,0,0.0,13992542650
1841,31,619,NONE,0,1,0,2.0,13992542650
1842,31,620,NONE,0,1,0,4.0,13992542650
1843,31,621,NONE,0,1,0,0.0,13992542650
1844,31,622,NONE,0,1,0,2.0,13992542650
1845,31,623,NONE,0,1,0,2.0,13992542650
1846,31,624,NONE,0,1,0,0.0,13992542650
1847,31,625,NONE,0,1,0,4.0,13992542650
1848,31,626,NONE,0,1,0,2.0,13992542650
1858,31,627,NONE,0,1,0,0.0,13992542650
1861,31,628,NONE,0,1,0,2.0,13992542650
1862,31,629,NONE,0,1,0,0.0,13992542650
1863,31,630,NONE,0,1,0,2.0,13992542650
1866,31,631,NONE,0,1,0,2.0,13992542650
1867,31,632,NONE,0,1,0,2.0,13992542650
1869,31,633,NONE,0,1,0,0.0,13992542650
1871,31,634,NONE,0,1,0,2.0,13992542650
1872,31,635,NONE,0,1,0,0.0,13992542650
1968,31,636,NONE,0,1,0,2.0,13992542650
1969,31,637,NONE,0,1,0,4.0,13992542650
1970,31,638,NONE,0,1,0,4.0,13992542650
1972,31,639,NONE,0,1,0,0.0,13992542650
1973,31,640,NONE,0,1,0,0.0,13992542650
1975,31,641,NONE,0,1,0,0.0,13992542650
1976,31,642,NONE,0,1,0,2.0,13992542650
1977,31,643,NONE,0,1,0,0.0,13992542650
1979,31,644,NONE,0,1,0,2.0,13992542650
1980,31,645,NONE,0,1,0,2.0,13992542650
4947,31,646,NONE,0,1,0,4.0,13992542650
4948,31,647,NONE,0,1,0,4.0,13992542650
4949,31,648,NONE,0,1,0,4.0,13992542650
4950,31,649,NONE,0,1,0,4.0,13992542650
4951,31,650,NONE,0,1,0,4.0,13992542650
4952,31,651,NONE,0,1,0,4.0,13992542650
4953,31,652,NONE,0,1,0,4.0,13992542650
4954,31,653,NONE,0,1,0,0.0,13992542650
4955,31,654,NONE,0,1,0,2.0,13992542650
4956,31,655,NONE,0,1,0,2.0,13992542650
4957,31,656,NONE,0,1,0,4.0,13992542650
4958,31,657,NONE,0,1,0,4.0,13992542650
4959,31,658,NONE,0,1,0,4.0,13992542650
4960,31,659,NONE,0,1,0,4.0,13992542650
4962,31,660,NONE,0,1,0,4.0,13992542650
4963,31,1076,NONE,0,1,0,2.0,13992542650
4964,31,1077,NONE,0,1,0,2.0,13992542650
1403,33,506,NONE,0,1,0,0.0,13992542650
1415,33,507,NONE,0,1,0,0.0,13992542650
1417,33,508,NONE,0,1,0,0.0,13992542650
1419,33,509,NONE,0,1,0,0.0,13992542650
1428,33,510,NONE,0,1,0,2.0,13992542650
1430,33,511,NONE,0,1,0,4.0,13992542650
1432,33,512,NONE,0,1,0,0.0,13992542650
1433,33,513,NONE,0,1,0,4.0,13992542650
1436,33,514,NONE,0,1,0,2.0,13992542650
1437,33,515,NONE,0,1,0,2.0,13992542650
1438,33,516,NONE,0,1,0,2.0,13992542650
1440,33,517,NONE,0,1,0,2.0,13992542650
1441,33,518,NONE,0,1,0,0.0,13992542650
1442,33,519,NONE,0,1,0,0.0,13992542650
1443,33,520,NONE,0,1,0,0.0,13992542650
1445,33,521,NONE,0,1,0,0.0,13992542650
1446,33,522,NONE,0,1,0,0.0,13992542650
1447,33,523,NONE,0,1,0,0.0,13992542650
1448,33,524,NONE,0,1,0,0.0,13992542650
1449,33,525,NONE,0,1,0,0.0,13992542650
1450,33,526,NONE,0,1,0,0.0,13992542650
1452,33,527,NONE,0,1,0,2.0,13992542650
1453,33,528,NONE,0,1,0,2.0,13992542650
1455,33,529,NONE,0,1,0,0.0,13992542650
1457,33,530,NONE,0,1,0,2.0,13992542650
1459,33,531,NONE,0,1,0,2.0,13992542650
1461,33,532,NONE,0,1,0,0.0,13992542650
1463,33,533,NONE,0,1,0,0.0,13992542650
1464,33,534,NONE,0,1,0,0.0,13992542650
1465,33,535,NONE,0,1,0,0.0,13992542650
1466,33,536,NONE,0,1,0,0.0,13992542650
1468,33,537,NONE,0,1,0,4.0,13992542650
1469,33,538,NONE,0,1,0,0.0,13992542650
1470,33,539,NONE,0,1,0,0.0,13992542650
1472,33,540,NONE,0,1,0,2.0,13992542650
1475,33,541,NONE,0,1,0,0.0,13992542650
1478,33,542,NONE,0,1,0,0.0,13992542650
1479,33,543,NONE,0,1,0,0.0,13992542650
1484,33,544,NONE,0,1,0,0.0,13992542650
1487,33,545,NONE,0,1,0,0.0,13992542650
1489,33,546,NONE,0,1,0,0.0,13992542650
1493,33,547,NONE,0,1,0,2.0,13992542650
1501,33,548,NONE,0,1,0,0.0,13992542650
1506,33,549,NONE,0,1,0,0.0,13992542650
1507,33,550,NONE,0,1,0,0.0,13992542650
1511,33,551,NONE,0,1,0,0.0,13992542650
1515,33,552,NONE,0,1,0,0.0,13992542650
1519,33,553,NONE,0,1,0,0.0,13992542650
1524,33,554,NONE,0,1,0,2.0,13992542650
1527,33,555,NONE,0,1,0,0.0,13992542650
1529,33,606,NONE,0,1,0,0.0,13992542650
1533,33,607,NONE,0,1,0,2.0,13992542650
1537,33,608,NONE,0,1,0,0.0,13992542650
1541,33,609,NONE,0,1,0,2.0,13992542650
1542,33,610,NONE,0,1,0,0.0,13992542650
1547,33,611,NONE,0,1,0,4.0,13992542650
1554,33,612,NONE,0,1,0,0.0,13992542650
1557,33,613,NONE,0,1,0,2.0,13992542650
1558,33,614,NONE,0,1,0,0.0,13992542650
1560,33,615,NONE,0,1,0,2.0,13992542650
1561,33,616,NONE,0,1,0,0.0,13992542650
1563,33,617,NONE,0,1,0,0.0,13992542650
1564,33,618,NONE,0,1,0,0.0,13992542650
1565,33,619,NONE,0,1,0,0.0,13992542650
1566,33,620,NONE,0,1,0,0.0,13992542650
1567,33,621,NONE,0,1,0,0.0,13992542650
1568,33,622,NONE,0,1,0,0.0,13992542650
1570,33,623,NONE,0,1,0,0.0,13992542650
1573,33,624,NONE,0,1,0,0.0,13992542650
1574,33,625,NONE,0,1,0,0.0,13992542650
1575,33,626,NONE,0,1,0,4.0,13992542650
1576,33,627,NONE,0,1,0,0.0,13992542650
1578,33,628,NONE,0,1,0,0.0,13992542650
1579,33,629,NONE,0,1,0,0.0,13992542650
1580,33,630,NONE,0,1,0,0.0,13992542650
1582,33,631,NONE,0,1,0,0.0,13992542650
1584,33,632,NONE,0,1,0,0.0,13992542650
1585,33,633,NONE,0,1,0,0.0,13992542650
1586,33,634,NONE,0,1,0,0.0,13992542650
1587,33,635,NONE,0,1,0,0.0,13992542650
1588,33,636,NONE,0,1,0,0.0,13992542650
1589,33,637,NONE,0,1,0,0.0,13992542650
1590,33,638,NONE,0,1,0,0.0,13992542650
1620,33,639,NONE,0,1,0,0.0,13992542650
1621,33,640,NONE,0,1,0,0.0,13992542650
1636,33,641,NONE,0,1,0,0.0,13992542650
1639,33,642,NONE,0,1,0,0.0,13992542650
1643,33,643,NONE,0,1,0,0.0,13992542650
1649,33,644,NONE,0,1,0,0.0,13992542650
1651,33,645,NONE,0,1,0,0.0,13992542650
1656,33,646,NONE,0,1,0,0.0,13992542650
1658,33,647,NONE,0,1,0,0.0,13992542650
1659,33,648,NONE,0,1,0,0.0,13992542650
1661,33,649,NONE,0,1,0,0.0,13992542650
1662,33,650,NONE,0,1,0,0.0,13992542650
1665,33,651,NONE,0,1,0,0.0,13992542650
1669,33,652,NONE,0,1,0,0.0,13992542650
1670,33,653,NONE,0,1,0,0.0,13992542650
1672,33,654,NONE,0,1,0,0.0,13992542650
1673,33,655,NONE,0,1,0,0.0,13992542650
1675,33,656,NONE,0,1,0,0.0,13992542650
1677,33,657,NONE,0,1,0,0.0,13992542650
1680,33,658,NONE,0,1,0,0.0,13992542650
1683,33,659,NONE,0,1,0,0.0,13992542650
1687,33,660,NONE,0,1,0,2.0,13992542650
1690,33,1076,NONE,0,1,0,0.0,13992542650
1694,33,1077,NONE,0,1,0,2.0,13992542650
901,34,506,NONE,0,1,0,0.0,13310957064
3041,34,507,NONE,0,1,0,0.0,13310957064
3045,34,508,NONE,0,1,0,0.0,13310957064
3047,34,509,NONE,0,1,0,0.0,13310957064
3056,34,510,NONE,0,1,0,0.0,13310957064
3058,34,511,NONE,0,1,0,0.0,13310957064
3061,34,512,NONE,0,1,0,0.0,13310957064
3063,34,513,NONE,0,1,0,0.0,13310957064
3083,34,514,NONE,0,1,0,4.0,13310957064
3084,34,515,NONE,0,1,0,0.0,13310957064
3085,34,516,NONE,0,1,0,0.0,13310957064
3087,34,517,NONE,0,1,0,0.0,13310957064
3089,34,518,NONE,0,1,0,1.0,13310957064
3090,34,519,NONE,0,1,0,0.0,13310957064
3091,34,520,NONE,0,1,0,0.0,13310957064
3092,34,521,NONE,0,1,0,0.0,13310957064
3093,34,522,NONE,0,1,0,0.0,13310957064
3094,34,523,NONE,0,1,0,0.0,13310957064
3095,34,524,NONE,0,1,0,0.0,13310957064
3096,34,525,NONE,0,1,0,0.0,13310957064
3097,34,526,NONE,0,1,0,0.0,13310957064
3099,34,527,NONE,0,1,0,0.0,13310957064
3108,34,528,NONE,0,1,0,2.0,13310957064
3112,34,529,NONE,0,1,0,1.0,13310957064
3113,34,530,NONE,0,1,0,0.0,13310957064
3114,34,531,NONE,0,1,0,0.0,13310957064
3116,34,532,NONE,0,1,0,0.0,13310957064
3119,34,533,NONE,0,1,0,0.0,13310957064
3121,34,534,NONE,0,1,0,0.0,13310957064
3122,34,535,NONE,0,1,0,0.0,13310957064
3123,34,536,NONE,0,1,0,0.0,13310957064
3129,34,537,NONE,0,1,0,0.0,13310957064
3131,34,538,NONE,0,1,0,0.0,13310957064
3139,34,539,NONE,0,1,0,1.0,13310957064
3141,34,540,NONE,0,1,0,0.0,13310957064
3142,34,541,NONE,0,1,0,0.0,13310957064
3150,34,542,NONE,0,1,0,1.0,13310957064
3152,34,543,NONE,0,1,0,0.0,13310957064
3159,34,544,NONE,0,1,0,0.0,13310957064
3161,34,545,NONE,0,1,0,0.0,13310957064
3163,34,546,NONE,0,1,0,0.0,13310957064
3165,34,547,NONE,0,1,0,1.0,13310957064
3167,34,548,NONE,0,1,0,0.0,13310957064
3168,34,549,NONE,0,1,0,0.0,13310957064
3171,34,550,NONE,0,1,0,1.0,13310957064
3172,34,551,NONE,0,1,0,0.0,13310957064
3173,34,552,NONE,0,1,0,0.0,13310957064
3174,34,553,NONE,0,1,0,0.0,13310957064
3175,34,554,NONE,0,1,0,0.0,13310957064
3176,34,555,NONE,0,1,0,0.0,13310957064
3177,34,606,NONE,0,1,0,1.0,13310957064
3179,34,607,NONE,0,1,0,0.0,13310957064
3181,34,608,NONE,0,1,0,0.0,13310957064
3183,34,609,NONE,0,1,0,0.0,13310957064
3191,34,610,NONE,0,1,0,10.0,13310957064
3192,34,611,NONE,0,1,0,0.0,13310957064
3194,34,612,NONE,0,1,0,2.0,13310957064
3195,34,613,NONE,0,1,0,0.0,13310957064
3378,34,614,NONE,0,1,0,0.0,13310957064
3379,34,615,NONE,0,1,0,0.0,13310957064
7226,34,616,NONE,0,1,0,0.0,13310957064
7228,34,617,NONE,0,1,0,0.0,13310957064
7230,34,618,NONE,0,1,0,0.0,13310957064
7233,34,619,NONE,0,1,0,0.0,13310957064
7234,34,620,NONE,0,1,0,0.0,13310957064
7405,34,621,NONE,0,1,0,0.0,13310957064
7244,34,622,NONE,0,1,0,0.0,13310957064
7246,34,623,NONE,0,1,0,0.0,13310957064
7247,34,624,NONE,0,1,0,0.0,13310957064
7249,34,625,NONE,0,1,0,0.0,13310957064
7251,34,626,NONE,0,1,0,0.0,13310957064
7263,34,627,NONE,0,1,0,0.0,13310957064
7264,34,628,NONE,0,1,0,0.0,13310957064
7266,34,629,NONE,0,1,0,0.0,13310957064
7267,34,630,NONE,0,1,0,0.0,13310957064
7270,34,631,NONE,0,1,0,0.0,13310957064
7274,34,632,NONE,0,1,0,0.0,13310957064
7275,34,633,NONE,0,1,0,0.0,13310957064
7277,34,634,NONE,0,1,0,0.0,13310957064
7280,34,635,NONE,0,1,0,0.0,13310957064
7281,34,636,NONE,0,1,0,0.0,13310957064
7283,34,637,NONE,0,1,0,0.0,13310957064
7286,34,638,NONE,0,1,0,0.0,13310957064
7288,34,639,NONE,0,1,0,0.0,13310957064
7291,34,640,NONE,0,1,0,0.0,13310957064
7302,34,641,NONE,0,1,0,1.0,13310957064
7310,34,642,NONE,0,1,0,0.0,13310957064
7313,34,643,NONE,0,1,0,0.0,13310957064
7315,34,644,NONE,0,1,0,0.0,13310957064
7318,34,645,NONE,0,1,0,0.0,13310957064
7321,34,646,NONE,0,1,0,0.0,13310957064
7322,34,647,NONE,0,1,0,0.0,13310957064
7325,34,648,NONE,0,1,0,0.0,13310957064
7330,34,649,NONE,0,1,0,0.0,13310957064
7334,34,650,NONE,0,1,0,0.0,13310957064
7336,34,651,NONE,0,1,0,0.0,13310957064
7339,34,652,NONE,0,1,0,0.0,13310957064
7342,34,653,NONE,0,1,0,0.0,13310957064
7344,34,654,NONE,0,1,0,0.0,13310957064
7345,34,655,NONE,0,1,0,0.0,13310957064
7354,34,656,NONE,0,1,0,0.0,13310957064
7356,34,657,NONE,0,1,0,0.0,13310957064
7380,34,658,NONE,0,1,0,3.0,13310957064
7381,34,659,NONE,0,1,0,0.0,13310957064
7385,34,660,NONE,0,1,0,0.0,13310957064
7394,34,1076,NONE,0,1,0,2.0,13310957064
7395,34,1077,NONE,0,1,0,0.0,13310957064
5099,35,506,NONE,0,1,0,0.0,13992542650
5100,35,507,NONE,0,1,0,0.0,13992542650
5101,35,508,NONE,0,1,0,0.0,13992542650
5102,35,509,NONE,0,1,0,0.0,13992542650
5103,35,510,NONE,0,1,0,0.0,13992542650
5104,35,511,NONE,0,1,0,0.0,13992542650
5105,35,512,NONE,0,1,0,0.0,13992542650
5107,35,513,NONE,0,1,0,0.0,13992542650
5108,35,514,NONE,0,1,0,0.0,13992542650
5111,35,515,NONE,0,1,0,0.0,13992542650
5112,35,516,NONE,0,1,0,0.0,13992542650
5114,35,517,NONE,0,1,0,0.0,13992542650
5122,35,518,NONE,0,1,0,0.0,13992542650
5123,35,519,NONE,0,1,0,0.0,13992542650
5124,35,520,NONE,0,1,0,0.0,13992542650
5125,35,521,NONE,0,1,0,0.0,13992542650
5126,35,522,NONE,0,1,0,0.0,13992542650
5127,35,523,NONE,0,1,0,0.0,13992542650
5129,35,524,NONE,0,1,0,0.0,13992542650
5131,35,525,NONE,0,1,0,0.0,13992542650
5134,35,526,NONE,0,1,0,0.0,13992542650
5135,35,527,NONE,0,1,0,0.0,13992542650
5144,35,528,NONE,0,1,0,2.0,13992542650
5145,35,529,NONE,0,1,0,0.0,13992542650
5146,35,530,NONE,0,1,0,0.0,13992542650
5148,35,531,NONE,0,1,0,0.0,13992542650
5202,35,532,NONE,0,1,0,0.0,13992542650
5210,35,533,NONE,0,1,0,0.0,13992542650
5214,35,534,NONE,0,1,0,0.0,13992542650
5215,35,535,NONE,0,1,0,0.0,13992542650
5216,35,536,NONE,0,1,0,0.0,13992542650
5217,35,537,NONE,0,1,0,0.0,13992542650
5218,35,538,NONE,0,1,0,0.0,13992542650
5219,35,539,NONE,0,1,0,0.0,13992542650
5220,35,540,NONE,0,1,0,0.0,13992542650
5221,35,541,NONE,0,1,0,0.0,13992542650
5222,35,542,NONE,0,1,0,0.0,13992542650
5223,35,543,NONE,0,1,0,0.0,13992542650
5224,35,544,NONE,0,1,0,0.0,13992542650
5225,35,545,NONE,0,1,0,0.0,13992542650
5226,35,546,NONE,0,1,0,0.0,13992542650
5227,35,547,NONE,0,1,0,0.0,13992542650
5228,35,548,NONE,0,1,0,0.0,13992542650
5229,35,549,NONE,0,1,0,0.0,13992542650
5230,35,550,NONE,0,1,0,0.0,13992542650
5231,35,551,NONE,0,1,0,0.0,13992542650
5232,35,552,NONE,0,1,0,0.0,13992542650
5233,35,553,NONE,0,1,0,0.0,13992542650
5234,35,554,NONE,0,1,0,0.0,13992542650
5235,35,555,NONE,0,1,0,0.0,13992542650
5236,35,606,NONE,0,1,0,0.0,13992542650
5237,35,607,NONE,0,1,0,0.0,13992542650
5238,35,608,NONE,0,1,0,0.0,13992542650
5239,35,609,NONE,0,1,0,0.0,13992542650
5240,35,610,NONE,0,1,0,0.0,13992542650
5241,35,611,NONE,0,1,0,0.0,13992542650
5242,35,612,NONE,0,1,0,0.0,13992542650
5243,35,613,NONE,0,1,0,0.0,13992542650
5244,35,614,NONE,0,1,0,0.0,13992542650
5245,35,615,NONE,0,1,0,0.0,13992542650
5246,35,616,NONE,0,1,0,0.0,13992542650
5247,35,617,NONE,0,1,0,0.0,13992542650
5248,35,618,NONE,0,1,0,0.0,13992542650
5249,35,619,NONE,0,1,0,0.0,13992542650
5250,35,620,NONE,0,1,0,0.0,13992542650
5251,35,621,NONE,0,1,0,0.0,13992542650
5252,35,622,NONE,0,1,0,0.0,13992542650
5253,35,623,NONE,0,1,0,0.0,13992542650
5254,35,624,NONE,0,1,0,0.0,13992542650
5255,35,625,NONE,0,1,0,0.0,13992542650
5256,35,626,NONE,0,1,0,0.0,13992542650
5257,35,627,NONE,0,1,0,0.0,13992542650
5258,35,628,NONE,0,1,0,0.0,13992542650
5259,35,629,NONE,0,1,0,0.0,13992542650
5260,35,630,NONE,0,1,0,0.0,13992542650
5261,35,631,NONE,0,1,0,0.0,13992542650
5262,35,632,NONE,0,1,0,0.0,13992542650
5263,35,633,NONE,0,1,0,0.0,13992542650
5264,35,634,NONE,0,1,0,0.0,13992542650
5265,35,635,NONE,0,1,0,0.0,13992542650
5266,35,636,NONE,0,1,0,0.0,13992542650
5267,35,637,NONE,0,1,0,0.0,13992542650
5268,35,638,NONE,0,1,0,0.0,13992542650
5269,35,639,NONE,0,1,0,0.0,13992542650
5270,35,640,NONE,0,1,0,0.0,13992542650
5271,35,641,NONE,0,1,0,0.0,13992542650
5272,35,642,NONE,0,1,0,0.0,13992542650
5273,35,643,NONE,0,1,0,0.0,13992542650
5274,35,644,NONE,0,1,0,0.0,13992542650
5275,35,645,NONE,0,1,0,0.0,13992542650
5276,35,646,NONE,0,1,0,0.0,13992542650
5277,35,647,NONE,0,1,0,0.0,13992542650
5278,35,648,NONE,0,1,0,0.0,13992542650
5279,35,649,NONE,0,1,0,0.0,13992542650
5280,35,650,NONE,0,1,0,0.0,13992542650
5281,35,651,NONE,0,1,0,0.0,13992542650
5282,35,652,NONE,0,1,0,0.0,13992542650
5283,35,653,NONE,0,1,0,0.0,13992542650
5284,35,654,NONE,0,1,0,0.0,13992542650
5285,35,655,NONE,0,1,0,0.0,13992542650
5286,35,656,NONE,0,1,0,0.0,13992542650
5287,35,657,NONE,0,1,0,0.0,13992542650
5288,35,658,NONE,0,1,0,0.0,13992542650
5289,35,659,NONE,0,1,0,0.0,13992542650
5290,35,660,NONE,0,1,0,0.0,13992542650
5291,35,1076,NONE,0,1,0,0.0,13992542650
5292,35,1077,NONE,0,1,0,3.0,13992542650
